species_name,class,taxon,max_depth,max_length,lat_span_degrees,t_mean,chl_mean,biogeog
Fusigobius signipinnis,Actinopterygii,Vertebrate,30,5,14.01905,27.31141488,0.486985521,tropical
Gnatholepis anjerensis,Actinopterygii,Vertebrate,46,8,20.73316,24.643838,0.741695773,tropical
Gnatholepis cauerensis,Actinopterygii,Vertebrate,50,9,22.04805,26.62949577,0.498341996,tropical
Gobiodon citrinus,Actinopterygii,Vertebrate,20,6.6,21.56452,25.01271837,0.62012791,tropical
Gobiodon histrio,Actinopterygii,Vertebrate,15,3.5,19.86357,25.15469517,0.683772657,tropical
Istigobius decoratus,Actinopterygii,Vertebrate,20,13,25.33978,26.13952412,0.736127672,tropical
Istigobius goldmanni,Actinopterygii,Vertebrate,9,6,22.85778,26.35281226,1.032301659,tropical
Istigobius hoesei,Actinopterygii,Vertebrate,7,6,2.44937,20.31102652,1.277520259,warm
Istigobius rigilius,Actinopterygii,Vertebrate,30,10,22.91516,27.07540801,0.579672646,tropical
Koumansetta rainfordi,Actinopterygii,Vertebrate,30,9,21.65884,26.98288906,0.465829677,tropical
Signigobius biocellatus,Actinopterygii,Vertebrate,30,10,12.07846,27.13102332,0.488146402,tropical
Valenciennea muralis,Actinopterygii,Vertebrate,20,16,13.68062,26.3231181,0.780384246,tropical
Valenciennea strigata,Actinopterygii,Vertebrate,25,18,25.24273,26.3402506,0.372817454,tropical
Diagramma pictum,Actinopterygii,Vertebrate,88,90,22.91986,25.43797568,0.898757211,tropical
Plectorhinchus chaetodonoides,Actinopterygii,Vertebrate,30,72,13.94799,27.12253033,0.626521581,tropical
Plectorhinchus flavomaculatus,Actinopterygii,Vertebrate,30,60,22.99772,22.78464101,1.006355649,warm
Plectorhinchus multivittatus,Actinopterygii,Vertebrate,50,50,18.65167,26.34494632,0.98812017,tropical
Plectorhinchus picus,Actinopterygii,Vertebrate,50,84,22.60769,23.63236763,0.377196296,tropical
Myripristis berndti,Actinopterygii,Vertebrate,50,30,21.61567,27.20121887,0.347875126,tropical
Myripristis hexagona,Actinopterygii,Vertebrate,40,30,13.09758,26.55229094,0.72649331,tropical
Myripristis kuntee,Actinopterygii,Vertebrate,55,26,20.26013,26.6188897,0.38368273,tropical
Myripristis murdjan,Actinopterygii,Vertebrate,50,60,21.7619,26.26527908,0.406998972,tropical
Myripristis violacea,Actinopterygii,Vertebrate,25,35,13.95663,27.54581108,0.532024019,tropical
Myripristis vittata,Actinopterygii,Vertebrate,80,25,8.1042,27.486499770000002,0.279401631,tropical
Neoniphon sammara,Actinopterygii,Vertebrate,46,32,21.60451,26.81041098,0.298840247,tropical
Sargocentron caudimaculatum,Actinopterygii,Vertebrate,25,40,13.37448,27.74219575,0.352721162,tropical
Sargocentron diadema,Actinopterygii,Vertebrate,60,17,20.27062,26.62651856,0.331603343,tropical
Sargocentron rubrum,Actinopterygii,Vertebrate,84,32,21.48676,25.79352799,0.819770561,tropical
Sargocentron spiniferum,Actinopterygii,Vertebrate,51,122,13.36027,27.40630159,0.351880913,tropical
Hypnos monopterygius,Actinopterygii,Vertebrate,240,70,9.69617,20.44783424,1.088281322,warm
Girella cyanea,Actinopterygii,Vertebrate,20,76,6.82155,21.67616322,0.518927581,warm
Girella elevata,Actinopterygii,Vertebrate,25,76,14.75664,18.29801894,1.102122943,warm
Girella tricuspidata,Actinopterygii,Vertebrate,20,71,15.83193,19.09838199,1.332348756,warm
Girella zebra,Actinopterygii,Vertebrate,20,54,13.2649,16.68520281,0.939866978,cool
Kyphosus bigibbus,Actinopterygii,Vertebrate,25,75,25.81932,23.06163263,0.608592685,tropical
Kyphosus cinerascens,Actinopterygii,Vertebrate,45,50,23.86672,26.33107757,0.341091504,tropical
Kyphosus cornelii,Actinopterygii,Vertebrate,20,70,8.28166,20.93418436,0.644284,warm
Kyphosus sectatrix,Actinopterygii,Vertebrate,30,76,26.25973,22.07284506,0.435462755,warm
Kyphosus sydneyanus,Actinopterygii,Vertebrate,30,86,20.76617,19.1507639,0.839932477,warm
Kyphosus vaigiensis,Actinopterygii,Vertebrate,24,70,25.14937,24.10368815,0.503459608,tropical
Neatypus obliquus,Actinopterygii,Vertebrate,200,24,7.57261,20.52296271,0.616013555,warm
Achoerodus gouldii,Actinopterygii,Vertebrate,40,175,9.32362,17.93986678,0.615974306,warm
Achoerodus viridis,Actinopterygii,Vertebrate,40,100,12.26949,19.67043001,1.213627648,warm
Anampses caeruleopunctatus,Actinopterygii,Vertebrate,30,42,27.23065,23.58581633,0.623575674,tropical
Anampses elegans,Actinopterygii,Vertebrate,30,30,4.84237,21.73996852,0.632948603,warm
Anampses femininus,Actinopterygii,Vertebrate,30,24,18.0043,23.07026962,0.32856972,tropical
Anampses geographicus,Actinopterygii,Vertebrate,25,31,25.13236,23.53148233,0.520288473,tropical
Anampses meleagrides,Actinopterygii,Vertebrate,60,22,22.10165,25.48877099,0.446576335,tropical
Anampses neoguinaicus,Actinopterygii,Vertebrate,25,20,25.37081,25.42496066,0.391656599,tropical
Anampses twistii,Actinopterygii,Vertebrate,18,30,13.36272,27.07316003,0.252098496,tropical
Austrolabrus maculatus,Actinopterygii,Vertebrate,40,17,11.57546,19.41160955,0.711949362,warm
Bodianus axillaris,Actinopterygii,Vertebrate,100,20,21.80312,26.48461837,0.460081883,tropical
Bodianus frenchii,Actinopterygii,Vertebrate,40,49,7.13474,20.7703085,0.798297526,warm
Bodianus mesothorax,Actinopterygii,Vertebrate,40,25,20.12911,27.09841229,0.369648531,tropical
Bolbometopon muricatum,Actinopterygii,Vertebrate,30,130,13.28833,26.825744,0.364346773,tropical
Cetoscarus ocellatus,Actinopterygii,Vertebrate,30,90,14.03533,26.69043659,0.376369343,tropical
Cheilinus chlorourus,Actinopterygii,Vertebrate,30,45,22.85891,26.28359319,0.588687143,tropical
Cheilinus fasciatus,Actinopterygii,Vertebrate,60,40,20.08071,26.52439195,0.446363013,tropical
Cheilinus oxycephalus,Actinopterygii,Vertebrate,40,17,13.26411,27.19895483,0.338183229,tropical
Cheilinus trilobatus,Actinopterygii,Vertebrate,30,45,21.58778,26.2976329,0.535738726,tropical
Cheilinus undulatus,Actinopterygii,Vertebrate,100,229,13.57826,26.67461257,0.381159176,tropical
Cheilio inermis,Actinopterygii,Vertebrate,30,50,22.83151,23.05896353,1.006828514,tropical
Chlorurus bleekeri,Actinopterygii,Vertebrate,35,49,13.29823,27.05517745,0.47825356,tropical
Chlorurus microrhinos,Actinopterygii,Vertebrate,35,70,22.1485,26.17119839,0.453528899,tropical
Chlorurus sordidus,Actinopterygii,Vertebrate,50,40,25.19136,25.97878916,0.517040028,tropical
Choerodon cauteroma,Actinopterygii,Vertebrate,50,36,6.12667,26.21659012,1.556094159,tropical
Choerodon cyanodus,Actinopterygii,Vertebrate,35,70,16.26869,26.44042216,0.912868933,tropical
Choerodon fasciatus,Actinopterygii,Vertebrate,35,30,14.02204,26.15512019,0.493642755,tropical
Choerodon graphicus,Actinopterygii,Vertebrate,30,52,17.7008,25.1961794,0.797440274,tropical
Choerodon rubescens,Actinopterygii,Vertebrate,40,90,11.95351,21.35950907,0.772402407,warm
Choerodon schoenleinii,Actinopterygii,Vertebrate,60,100,18.8164,26.4197964,0.986944993,tropical
Cirrhilabrus exquisitus,Actinopterygii,Vertebrate,40,12,19.97218,27.69498155,0.489726714,tropical
Cirrhilabrus punctatus,Actinopterygii,Vertebrate,32,13,25.23183,25.35880837,0.524244437,tropical
Coris auricularis,Actinopterygii,Vertebrate,45,40,17.82788,20.77421415,0.652388179,warm
Coris aurilineata,Actinopterygii,Vertebrate,10,14,15.16103,22.81464091,0.987077099,warm
Coris aygula,Actinopterygii,Vertebrate,30,120,25.08891,25.69310748,0.507388613,tropical
Coris batuensis,Actinopterygii,Vertebrate,30,17,24.04551,26.68007192,0.576999815,tropical
Coris bulbifrons,Actinopterygii,Vertebrate,20,95,18.79776,22.07331196,0.548943506,warm
Coris caudimacula,Actinopterygii,Vertebrate,57,20,7.13818,24.47603964,1.079493273,tropical
Coris dorsomacula,Actinopterygii,Vertebrate,40,20,26.28801,22.85094066,0.492181247,warm
Coris gaimard,Actinopterygii,Vertebrate,50,40,20.36118,26.46963179,0.364143923,tropical
Coris picta,Actinopterygii,Vertebrate,25,25,9.7262,20.77041196,0.77895152,warm
Coris sandeyeri,Actinopterygii,Vertebrate,60,25,9.27896,20.1520561,1.01096344,warm
Dotalabrus alleni,Actinopterygii,Vertebrate,15,10,8.86943,20.48364071,0.524683434,warm
Dotalabrus aurantiacus,Actinopterygii,Vertebrate,47,15,27.20925,16.27758708,0.965463974,cool
Epibulus insidiator,Actinopterygii,Vertebrate,42,54,21.67468,26.38374144,0.503112252,tropical
Eupetrichthys angustipes,Actinopterygii,Vertebrate,40,20,13.12863,18.99730593,1.08566467,warm
Gomphosus varius,Actinopterygii,Vertebrate,30,30,22.14735,26.04995659,0.473231041,tropical
Haletta semifasciata,Actinopterygii,Vertebrate,15,41,12.52299,16.12531925,1.367781163,cool
Halichoeres biocellatus,Actinopterygii,Vertebrate,35,12,21.67134,26.78837231,0.38467172,tropical
Halichoeres brownfieldi,Actinopterygii,Vertebrate,30,15,17.13373,20.65385887,0.643489343,warm
Halichoeres chloropterus,Actinopterygii,Vertebrate,12,19,12.06076,26.76032434,0.459834372,tropical
Halichoeres chrysus,Actinopterygii,Vertebrate,60,12,22.8098,25.84291386,0.465698559,tropical
Halichoeres hortulanus,Actinopterygii,Vertebrate,30,27,22.86659,26.48825097,0.450131385,tropical
Halichoeres margaritaceus,Actinopterygii,Vertebrate,5,12.5,25.12863,25.11718667,0.417793619,tropical
Halichoeres marginatus,Actinopterygii,Vertebrate,30,18,22.80284,26.75854981,0.639987664,tropical
Halichoeres melanochir,Actinopterygii,Vertebrate,25,18,12.85383,26.71846117,0.920364872,tropical
Halichoeres melanurus,Actinopterygii,Vertebrate,21,12,21.68353,26.83790029,0.534763397,tropical
Halichoeres nebulosus,Actinopterygii,Vertebrate,40,12,27.25963,23.5463053,0.66655944,tropical
Halichoeres nigrescens,Actinopterygii,Vertebrate,14,14,22.22975,25.86409172,0.953439746,tropical
Halichoeres prosopeion,Actinopterygii,Vertebrate,40,13,23.87587,26.96761909,0.43969769399999997,tropical
Halichoeres trimaculatus,Actinopterygii,Vertebrate,30,27,21.68197,26.48647342,0.344295227,tropical
Hemigymnus fasciatus,Actinopterygii,Vertebrate,20,80,21.77009,26.10968777,0.490738232,tropical
Hemigymnus melapterus,Actinopterygii,Vertebrate,30,90,22.92342,26.00710146,0.652355634,tropical
Heteroscarus acroptilus,Actinopterygii,Vertebrate,20,40,15.13203,18.02095872,0.977447138,warm
Hipposcarus longiceps,Actinopterygii,Vertebrate,40,60,18.51836,26.62653963,0.491426521,tropical
Hologymnosus annulatus,Actinopterygii,Vertebrate,30,40,21.48919,25.42735708,0.380879132,tropical
Hologymnosus doliatus,Actinopterygii,Vertebrate,35,50,25.23432,25.63004223,0.516142746,tropical
Labrichthys unilineatus,Actinopterygii,Vertebrate,20,17.5,26.30267,26.44088016,0.522180734,tropical
Labroides bicolor,Actinopterygii,Vertebrate,40,15,22.15233,26.36226102,0.37424036,tropical
Labroides dimidiatus,Actinopterygii,Vertebrate,40,14,27.25963,24.89727073,0.619363578,tropical
Labroides pectoralis,Actinopterygii,Vertebrate,28,11,10.56037,28.3252255,0.297921277,tropical
Labropsis australis,Actinopterygii,Vertebrate,55,10.5,20.07661,26.13766697,0.421388056,tropical
Leptojulis cyanopleura,Actinopterygii,Vertebrate,45,13,26.38892,21.91052974,0.785755713,warm
Macropharyngodon meleagris,Actinopterygii,Vertebrate,30,15,25.23455,25.33956888,0.436205805,tropical
Macropharyngodon negrosensis,Actinopterygii,Vertebrate,32,12,26.29024,23.07500683,0.520061778,tropical
Macropharyngodon ornatus,Actinopterygii,Vertebrate,13,30,22.12136,26.89671072,0.581023878,tropical
Neoodax balteatus,Actinopterygii,Vertebrate,20,14,11.55349,16.04731937,1.201160962,cool
Notolabrus fucicola,Actinopterygii,Vertebrate,90,40,9.95389,15.24396039,1.190968318,cool
Notolabrus gymnogenis,Actinopterygii,Vertebrate,40,49,12.08145,19.38533884,1.089589033,warm
Notolabrus inscriptus,Actinopterygii,Vertebrate,30,50,6.12339,21.538295,0.540478231,warm
Notolabrus parilus,Actinopterygii,Vertebrate,20,49,7.57064,18.92989953,0.636556198,warm
Notolabrus tetricus,Actinopterygii,Vertebrate,160,50,11.32958,15.89449552,1.067179808,cool
Novaculichthys taeniourus,Actinopterygii,Vertebrate,25,30,21.47982,25.93498899,0.375900491,tropical
Olisthops cyanomelas,Actinopterygii,Vertebrate,30,55,15.33914,17.76528823,0.936556725,warm
Ophthalmolepis lineolatus,Actinopterygii,Vertebrate,30,41,13.58586,19.40504505,0.955392115,warm
Oxycheilinus bimaculatus,Actinopterygii,Vertebrate,110,15,24.06927,22.81823431,0.661314851,warm
Oxycheilinus digramma,Actinopterygii,Vertebrate,60,30,21.66068,26.82454418,0.428282932,tropical
Oxycheilinus unifasciatus,Actinopterygii,Vertebrate,46,160,19.92244,26.62056748,0.367159824,tropical
Pictilabrus laticlavius,Actinopterygii,Vertebrate,30,30,15.45539,17.67782628,0.961791138,warm
Pictilabrus viridis,Actinopterygii,Vertebrate,10,14,4.94404,20.60751572,0.561752813,warm
Pseudocheilinus evanidus,Actinopterygii,Vertebrate,61,8,13.93041,27.35870757,0.316661715,tropical
Pseudocheilinus hexataenia,Actinopterygii,Vertebrate,35,10,21.87227,26.63001648,0.371316357,tropical
Pseudolabrus biserialis,Actinopterygii,Vertebrate,20,25,4.95322,20.61869846,0.572390105,warm
Pseudolabrus guentheri,Actinopterygii,Vertebrate,20,18,19.05756,21.20248414,0.824486292,warm
Pseudolabrus luculentus,Actinopterygii,Vertebrate,50,25,9.74215,20.60830903,0.984378701,warm
Pseudolabrus rubicundus,Actinopterygii,Vertebrate,218,25,10.65031,15.33638217,1.267829622,cool
Scarus altipinnis,Actinopterygii,Vertebrate,50,60,21.6414,25.86358235,0.360048524,tropical
Scarus chameleon,Actinopterygii,Vertebrate,30,31,25.16464,25.68485717,0.540328821,tropical
Scarus dimidiatus,Actinopterygii,Vertebrate,12,40,21.57898,27.24595982,0.496285769,tropical
Scarus flavipectoralis,Actinopterygii,Vertebrate,16,40,21.66183,26.2061212,0.454865708,tropical
Scarus forsteni,Actinopterygii,Vertebrate,30,55,20.32388,26.68257277,0.374099791,tropical
Scarus frenatus,Actinopterygii,Vertebrate,20,47,21.71516,25.96280217,0.448408346,tropical
Scarus ghobban,Actinopterygii,Vertebrate,36,90,25.32653,24.86751229,0.724204297,tropical
Scarus globiceps,Actinopterygii,Vertebrate,12,27,21.57358,25.79856976,0.404967039,tropical
Scarus longipinnis,Actinopterygii,Vertebrate,55,40,21.48805,26.20403008,0.23249366,tropical
Scarus niger,Actinopterygii,Vertebrate,15,40,21.66527,26.36593841,0.407157,tropical
Scarus oviceps,Actinopterygii,Vertebrate,15,35,21.66213,26.41640479,0.452050545,tropical
Scarus prasiognathos,Actinopterygii,Vertebrate,70,22,21.66289,26.80834405,0.672903338,tropical
Scarus psittacus,Actinopterygii,Vertebrate,25,30,22.82993,25.72073231,0.468890176,tropical
Scarus rivulatus,Actinopterygii,Vertebrate,30,40,22.1956,25.68344767,0.669471096,tropical
Scarus rubroviolaceus,Actinopterygii,Vertebrate,36,70,22.83606,26.27368823,0.457577124,tropical
Scarus schlegeli,Actinopterygii,Vertebrate,50,40,22.15233,25.83231558,0.518385651,tropical
Scarus spinus,Actinopterygii,Vertebrate,25,30,13.96292,26.21430017,0.424404188,tropical
Siphonognathus beddomei,Actinopterygii,Vertebrate,15,14,13.14502,16.58590664,0.950535842,cool
Siphonognathus caninis,Actinopterygii,Vertebrate,35,10,9.3002,18.48656954,0.698275391,warm
Stethojulis bandanensis,Actinopterygii,Vertebrate,30,15,25.64777,24.91438123,0.537487712,tropical
Stethojulis interrupta,Actinopterygii,Vertebrate,21,13,27.25963,22.74811051,0.77498475,warm
Stethojulis strigiventer,Actinopterygii,Vertebrate,15,15,24.7599,24.27114618,0.69078539,tropical
Suezichthys arquatus,Actinopterygii,Vertebrate,100,13.5,6.97977,20.89327025,0.873145381,warm
Suezichthys cyanolaemus,Actinopterygii,Vertebrate,8,12,11.97595,21.13272045,0.741129149,warm
Thalassoma amblycephalum,Actinopterygii,Vertebrate,15,16,26.3701,25.57342893,0.494100456,tropical
Thalassoma hardwicke,Actinopterygii,Vertebrate,15,20,25.20302,26.51346215,0.495970871,tropical
Thalassoma jansenii,Actinopterygii,Vertebrate,15,20,22.81044,25.99984501,0.513761274,tropical
Thalassoma lunare,Actinopterygii,Vertebrate,20,25,26.56788,24.37997573,0.621051875,tropical
Thalassoma lutescens,Actinopterygii,Vertebrate,30,30,25.17612,23.99302344,0.515468549,tropical
Thalassoma nigrofasciatum,Actinopterygii,Vertebrate,15,20,21.8362,25.2756999,0.388334906,tropical
Thalassoma purpureum,Actinopterygii,Vertebrate,10,46,21.60605,21.89174869,0.375042702,warm
Thalassoma quinquevittatum,Actinopterygii,Vertebrate,40,17,22.06749,26.85345019,0.328326681,tropical
Thalassoma septemfasciatum,Actinopterygii,Vertebrate,16,31,11.21841,21.16615081,0.684662571,warm
Psammoperca waigiensis,Actinopterygii,Vertebrate,14,47,23.57318,23.19935396,1.049699407,tropical
Latridopsis forsteri,Actinopterygii,Vertebrate,60,65,11.96299,15.28924744,1.333865938,cool
Gnathodentex aureolineatus,Actinopterygii,Vertebrate,30,30,20.23424,26.8679708,0.288434282,tropical
Lethrinus atkinsoni,Actinopterygii,Vertebrate,30,50,21.45329,25.90854328,0.65308,tropical
Lethrinus erythropterus,Actinopterygii,Vertebrate,25,50,7.55273,28.3383516,0.417893934,tropical
Lethrinus miniatus,Actinopterygii,Vertebrate,30,90,11.83568,25.61038334,0.548695369,tropical
Lethrinus nebulosus,Actinopterygii,Vertebrate,75,87,23.80491,24.70118022,0.647854002,tropical
Lethrinus obsoletus,Actinopterygii,Vertebrate,30,60,20.0755,26.73969674,0.553109929,tropical
Lethrinus olivaceus,Actinopterygii,Vertebrate,185,100,10.87107,27.79608692,0.429679555,tropical
Monotaxis grandoculis,Actinopterygii,Vertebrate,100,60,21.55313,26.59172881,0.353450179,tropical
Monotaxis heterodon,Actinopterygii,Vertebrate,25,60,19.50151,27.37314507,0.328928093,tropical
Aphareus furca,Actinopterygii,Vertebrate,70,122,13.27888,27.1332422,0.261900602,tropical
Aprion virescens,Actinopterygii,Vertebrate,180,112,20.07749,26.35833797,0.292706131,tropical
Lutjanus adetii,Actinopterygii,Vertebrate,50,50,11.88588,25.02157183,0.502896402,tropical
Lutjanus bohar,Actinopterygii,Vertebrate,180,90,23.92121,26.47900952,0.454788279,tropical
Lutjanus carponotatus,Actinopterygii,Vertebrate,80,40,16.32964,25.98455209,0.821890333,tropical
Lutjanus decussatus,Actinopterygii,Vertebrate,35,30,6.70932,28.55298291,0.499893265,tropical
Lutjanus fulviflamma,Actinopterygii,Vertebrate,35,35,23.85746,25.87638469,0.748939178,tropical
Lutjanus gibbus,Actinopterygii,Vertebrate,150,50,17.45302,27.25477242,0.375995977,tropical
Lutjanus kasmira,Actinopterygii,Vertebrate,265,40,23.92121,26.3528965,0.383171341,tropical
Lutjanus lemniscatus,Actinopterygii,Vertebrate,80,65,18.82101,25.94909218,0.884804545,tropical
Lutjanus lutjanus,Actinopterygii,Vertebrate,96,35,11.03034,26.55207341,0.773750158,tropical
Lutjanus monostigma,Actinopterygii,Vertebrate,60,60,13.52538,26.65781093,0.452189743,tropical
Lutjanus quinquelineatus,Actinopterygii,Vertebrate,40,38,20.24083,26.32047188,0.763858111,tropical
Lutjanus russellii,Actinopterygii,Vertebrate,80,50,24.27455,25.19206617,0.851078543,tropical
Lutjanus vitta,Actinopterygii,Vertebrate,72,40,13.14531,26.26097648,0.717664292,tropical
Macolor macularis,Actinopterygii,Vertebrate,90,60,13.36021,27.28761277,0.267703056,tropical
Macolor niger,Actinopterygii,Vertebrate,75,90,13.36634,27.24849522,0.304387447,tropical
Paracaesio xanthura,Actinopterygii,Vertebrate,150,50,23.69491,21.69790906,0.911202125,warm
Nemateleotris magnifica,Actinopterygii,Vertebrate,9,70,20.24875,27.16017945,0.299802914,tropical
Ptereleotris evides,Actinopterygii,Vertebrate,15,14,25.86954,25.94866035,0.463927841,tropical
Ptereleotris microlepis,Actinopterygii,Vertebrate,50,13,24.81042,25.77219651,0.725375677,tropical
Acanthaluteres brownii,Actinopterygii,Vertebrate,25,55,3.91924,17.76303121,0.791090313,warm
Acanthaluteres spilomelanurus,Actinopterygii,Vertebrate,10,14,12.85662,15.81073321,1.352432641,cool
Acanthaluteres vittiger,Actinopterygii,Vertebrate,40,35,13.6473,16.82587979,1.062854436,cool
Brachaluteres jacksonianus,Actinopterygii,Vertebrate,25,10,11.51476,18.8037943,1.556168203,warm
Cantherhines dumerilii,Actinopterygii,Vertebrate,35,38,21.82924,24.0447065,0.330843319,tropical
Cantherhines pardalis,Actinopterygii,Vertebrate,20,25,23.95266,25.09684168,0.498457717,tropical
Eubalichthys bucephalus,Actinopterygii,Vertebrate,250,50,7.47981,19.55327173,1.268061234,warm
Eubalichthys gunnii,Actinopterygii,Vertebrate,150,60,11.29865,15.81105603,1.148364557,cool
Eubalichthys mosaicus,Actinopterygii,Vertebrate,80,60,11.27117,18.96589742,1.385293593,warm
Meuschenia australis,Actinopterygii,Vertebrate,20,32,9.79665,15.0714026,1.346613444,cool
Meuschenia flavolineata,Actinopterygii,Vertebrate,30,30,13.06689,17.67005267,0.958095021,warm
Meuschenia freycineti,Actinopterygii,Vertebrate,50,60,13.01756,17.40186844,1.191398087,cool
Meuschenia galii,Actinopterygii,Vertebrate,30,35,9.31259,18.29717647,0.726719227,warm
Meuschenia hippocrepis,Actinopterygii,Vertebrate,18,51,12.85671,17.05660302,0.936885695,cool
Meuschenia scaber,Actinopterygii,Vertebrate,200,31,11.56287,16.65118665,1.169720269,cool
Meuschenia trachylepis,Actinopterygii,Vertebrate,40,40,11.73916,19.91386489,1.224617955,warm
Meuschenia venusta,Actinopterygii,Vertebrate,20,21,10.26818,17.85442195,0.917114374,warm
Monacanthus chinensis,Actinopterygii,Vertebrate,50,38,27.09452,21.23500956,1.220789005,warm
Nelusetta ayraud,Actinopterygii,Vertebrate,92,71,6.7372,19.86681043,1.46218866,warm
Oxymonacanthus longirostris,Actinopterygii,Vertebrate,30,12,21.69419,26.18705907,0.494463907,tropical
Paraluteres prionurus,Actinopterygii,Vertebrate,25,11,24.09543,26.11034986,0.376097115,tropical
Pervagor alternans,Actinopterygii,Vertebrate,17,16,18.30038,24.88046935,0.37654594,tropical
Pervagor janthinosoma,Actinopterygii,Vertebrate,20,13,23.56626,24.66970427,0.545515075,tropical
Scobinichthys granulatus,Actinopterygii,Vertebrate,30,30,13.05601,18.4288614,1.12645149,warm
Monodactylus argenteus,Actinopterygii,Vertebrate,18,27,24.33161,21.03083288,1.104418494,warm
Schuettea scalaripinnis,Actinopterygii,Vertebrate,30,20,10.06944,20.28751876,1.086243148,warm
Schuettea woodwardi,Actinopterygii,Vertebrate,15,24,6.06987,20.74803905,0.709913166,warm
Lotella rhacina,Actinopterygii,Vertebrate,90,50,12.00602,18.3351363,1.234789714,warm
Pseudophycis bachus,Actinopterygii,Vertebrate,375,90,8.09205,14.60701804,1.358937204,cool
Pseudophycis barbata,Actinopterygii,Vertebrate,275,64,8.50435,14.77193609,1.42411552,cool
Mulloidichthys flavolineatus,Actinopterygii,Vertebrate,35,43,22.79842,25.88070513,0.43343705,tropical
Mulloidichthys vanicolensis,Actinopterygii,Vertebrate,113,38,25.07324,25.45887539,0.386330755,tropical
Parupeneus barberinoides,Actinopterygii,Vertebrate,40,30,23.77244,25.23542784,0.6805494,tropical
Parupeneus barberinus,Actinopterygii,Vertebrate,100,60,25.25308,27.24998817,0.403778134,tropical
Parupeneus ciliatus,Actinopterygii,Vertebrate,91,38,25.14891,23.94391492,0.521777966,tropical
Parupeneus crassilabris,Actinopterygii,Vertebrate,38,80,11.95677,27.47577124,0.35039774,tropical
Parupeneus cyclostomus,Actinopterygii,Vertebrate,100,50,26.07076,26.35656142,0.422628774,tropical
Parupeneus indicus,Actinopterygii,Vertebrate,30,45,18.57519,25.92143182,0.85519316,tropical
Parupeneus multifasciatus,Actinopterygii,Vertebrate,161,35,25.97667,26.01637461,0.494118903,tropical
Parupeneus pleurostigma,Actinopterygii,Vertebrate,75,33,25.22663,25.21061461,0.430057968,tropical
Parupeneus spilurus,Actinopterygii,Vertebrate,25,47,25.48755,21.08901997,0.987190161,warm
Upeneichthys lineatus,Actinopterygii,Vertebrate,100,31,12.62735,19.54980843,1.127687005,warm
Upeneichthys vlamingii,Actinopterygii,Vertebrate,40,35,13.27638,16.91411137,1.066334066,cool
Upeneus tragula,Actinopterygii,Vertebrate,20,30,25.07701,24.22290447,1.04374267,tropical
Gymnothorax annasona,Actinopterygii,Vertebrate,30,55,2.75676,21.81597429,0.26352934,warm
Gymnothorax eurostus,Actinopterygii,Vertebrate,74,60,13.49558,22.35372816,0.662315074,warm
Gymnothorax javanicus,Actinopterygii,Vertebrate,50,300,13.84477,27.19123958,0.51273914,tropical
Gymnothorax prasinus,Actinopterygii,Vertebrate,20,97,13.02206,19.98451087,0.950149263,warm
Gymnothorax thrysoideus,Actinopterygii,Vertebrate,25,66,24.39243,24.10320156,0.861717891,tropical
Pentapodus vitta,Actinopterygii,Vertebrate,15,31,11.80058,22.54836433,1.229795217,warm
Scolopsis bilineata,Actinopterygii,Vertebrate,25,23,25.16065,26.56748129,0.695706043,tropical
Scolopsis margaritifer,Actinopterygii,Vertebrate,28,25,13.9794,27.04310205,0.489323937,tropical
Scolopsis monogramma,Actinopterygii,Vertebrate,50,31,22.94597,26.00627061,0.910257665,tropical
Anoplocapros amygdaloides,Actinopterygii,Vertebrate,100,39,5.48956,20.77012887,0.632003117,warm
Anoplocapros inermis,Actinopterygii,Vertebrate,300,37,5.37546,20.13756292,1.20349197,warm
Anoplocapros lenticularis,Actinopterygii,Vertebrate,40,33,8.18342,20.05885719,0.793707459,warm
Aracana aurita,Actinopterygii,Vertebrate,200,25,13.40263,15.5288927,1.221401504,cool
